code|preferred_name|synonymous_name|short_name|version_number|revision_number|preferred_letter_symbol|synonymous_letter_symbol|data_element_type_class|definition_classes|applicable_classes|property_data_element_type|formula|definition|source_document_of_definition|note|remark|unit_of_measure|code_of_unit|alternative_unit_of_measure|code_of_alternative_unit|code_of_list_of_units|data_type|value_list_code|value_list|value_format|status_level|version_released_on|revision_released_on|obsolete_date|version_initiated_on|definition_class|symbol|enumeration_code|class_type|superclass|higher-level_classes|properties|inherited_properties
http://www.iop.rwth-aachen.de/PPC/1/1/throughput|throughput||@TH|1|1|q_th}||K29||['http://www.iop.rwth-aachen.de/IM/1/1/dryer', 'http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer', 'http://www.iop.rwth-aachen.de/PPC/1/1/conveyor']|NON_DEPENDENT_P_DET||The number/amount of any material moved from one location to another in a specific time interval.|<eigene>|||kg/h|UAA607|l/min|UAA659|UAD107|REAL|||NR2|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/thursday|thursday||@THU|1|1|||||||||||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|THU|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays|||||
http://www.iop.rwth-aachen.de/PPC/1/1/tradeName|trade name|commercial name||1|1|||A62||http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial|NON_DEPENDENT_P_DET||The designation of an article, part, chemical compound, etc., as a wordmark.|<eigene>|||none|||||STRING|||X..40|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/part|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer|transport container||@TRCN|1|1||||||||A specific asset that is suitable to transport a specific type of material (robust, fluid, etc.).|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/PPC/1/1/containerId', 'http://www.iop.rwth-aachen.de/IM/1/1/resinForm', 'http://www.iop.rwth-aachen.de/PPC/1/1/chargeState', 'http://www.iop.rwth-aachen.de/PPC/1/1/netWeight', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportVolumeMax', 'http://www.iop.rwth-aachen.de/PPC/1/1/throughput']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']
http://www.iop.rwth-aachen.de/PPC/1/1/transportVolumeMax|maximum transport volume|maximum transport load||1|1|m_transport}||T06||['http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer', 'http://www.iop.rwth-aachen.de/PPC/1/1/conveyor']|NON_DEPENDENT_P_DET||The maximum volume a transport container can load.|<eigene>|||kg|UAD720|1||UAD104|REAL|||NR2..4|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/tuesday|tuesday||@TUE|1|1|||||||||||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|TUE|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays|||||
http://www.iop.rwth-aachen.de/PPC/1/1/unitPrice|unit price|||1|1|||P51||http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial|NON_DEPENDENT_P_DET||Price for one unit of the raw material, the vendor declared.|<eigene>|||€|||||REAL_CURRENCY|||NR2 2.2|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/part|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/updating|updating||@UPDT|1|1||||||||The part/material gets an update due to a change request.|<eigene>||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']|UPDT|http://www.iop.rwth-aachen.de/PPC/1/1/lcStatus|||||
http://www.iop.rwth-aachen.de/PPC/1/1/vacation|vacation||@VAC|1|1||||||||The person is not available because of vacation.|<eigene>||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/person|VAC|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus|||||
http://www.iop.rwth-aachen.de/PPC/1/1/validTill|valid till|||1|1|||A31||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Defines the date until the shift calendar is invalid and not in use.|<eigene>|||none|||||DATE|||X|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/vendorId|vendor identificator|supplier identificator||1|1|||A62||http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial|NON_DEPENDENT_P_DET||Unique identification of a vendor that is a provider of goods or services.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||STRING|||X..40|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/part|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/vendorName|vendor name|supplier name||1|1|||A62||http://www.iop.rwth-aachen.de/PPC/1/1/rawMaterial|NON_DEPENDENT_P_DET||The name of a vendor that is a provider of goods or services.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||none|||||STRING|||X..40|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/part|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/version|version|||1|1|||A62|['http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']|['http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/routing']|NON_DEPENDENT_P_DET||Versions represent the evolution of an asset.|<eigene>|||1|||||INTEGER|||NR1..3|Proposal||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/verification|verification||@VERY|1|1||||||||The part/material is under verification after construction, addition, or due to a change request.|<eigene>||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']|VERY|http://www.iop.rwth-aachen.de/PPC/1/1/lcStatus|||||
http://www.iop.rwth-aachen.de/IM/1/1/volume|volume|||1|1|V||T06||http://www.iop.rwth-aachen.de/IM/1/1/dryer|NON_DEPENDENT_P_DET||The volume the asset can store or proceed at once.|<eigene>|||m³|UAA757|||UAD238|REAL|||NR2|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/wageRate|wage rate|||1|1|||P51||http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||Costs incurred by a person in one hour.|<eigene>|||€|||||REAL_CURRENCY|||NR2 2.2|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/person|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/waiting|waiting||@WAIT|1|1||||||||The operation waits to be started|<eigene>||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/operation|WAIT|http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus|||||
http://www.iop.rwth-aachen.de/PPC/1/1/waitTime|waiting time|||1|1|t_wait}||T07||http://www.iop.rwth-aachen.de/PPC/1/1/operation|NON_DEPENDENT_P_DET||The time a job remains at a work center after an operation is completed until it is moved to the next operation. It is often expressed as a part of move time.|APICS Dictionary, 13 ed., 2010, ISBN: 9780615394411|||min|UAA842|h|UAA525|UAD197|REAL|||NR2..4|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/operation|||||||
http://www.iop.rwth-aachen.de/IM/1/1/wasteSeperation|waste seperation||@WSEP|1|1||||||||Process step to seperate the not-ok-parts from the ok-parts to avoid mixed inventory of good and bad parts.|<eigene>||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice|WSEP|http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType|||||
http://www.iop.rwth-aachen.de/PPC/1/1/wednesday|wednesday||@WED|1|1|||||||||||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|WED|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays|||||
http://www.iop.rwth-aachen.de/PPC/1/1/weightMax|maximum weight|||1|1|m_max}||K01||http://www.iop.rwth-aachen.de/PPC/1/1/scale|NON_DEPENDENT_P_DET||Maximum weight that the scale can handle and/or display.|<eigene>|||kg|UAD720|g|UAA465|UAD104|REAL|||NR2..4|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/workdays|workdays|||1|1|||A91||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Definition of the workdays the shift calendar is valid and in use.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays|['http://www.iop.rwth-aachen.de/PPC/1/1/monday', 'http://www.iop.rwth-aachen.de/PPC/1/1/tuesday', 'http://www.iop.rwth-aachen.de/PPC/1/1/wednesday', 'http://www.iop.rwth-aachen.de/PPC/1/1/thursday', 'http://www.iop.rwth-aachen.de/PPC/1/1/friday', 'http://www.iop.rwth-aachen.de/PPC/1/1/saturday', 'http://www.iop.rwth-aachen.de/PPC/1/1/sunday']|X|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||
http://www.iop.rwth-aachen.de/PPC/1/1/workShift|work shift||@WSFT|1|1||||||||Shift Calender that specifies the shifts on a working day|<eigene>||||||||||||Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|WSFT|http://www.iop.rwth-aachen.de/PPC/1/1/EnumShiftType|||||
http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction|year of construction|year of manufacturing||1|1|||A62||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|NON_DEPENDENT_P_DET||The YearOfConstruction Property represents the year of construction of the machine.|EUROMAP 83|||none|||||INTEGER|||N 4|Proposal|||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|||||||
